timestamp,lmp_da,load_mw,wind_gen_mw,solar_gen_mw,gas_price_mmbtu,is_weekend,lmp_da_capped,hour,month,season
2024-01-01 00:00:00,2.0827913151647675,20000.0,8638.395104859856,163.65692423935994,2.117012927907369,0,2.0827913151647675,0,1,Winter
2024-01-01 01:00:00,3.4785006928730158,20000.0,7669.737448558951,0.0,2.107933573547524,0,3.4785006928730158,1,1,Winter
2024-01-01 02:00:00,-5.185805998762211,20000.0,10149.089869090887,0.0,2.0833846894658414,0,-5.185805998762211,2,1,Winter
2024-01-01 03:00:00,8.36489934096446,20000.0,7001.464639463224,0.0,2.088142773251577,0,8.36489934096446,3,1,Winter
2024-01-01 04:00:00,-5.271097488510536,20000.0,7177.154569736986,227.9864571232052,2.084066750107938,0,-5.271097488510536,4,1,Winter
2024-01-01 05:00:00,0.48584448910106437,20000.0,7656.6003299834665,0.0,2.102324450332024,0,0.48584448910106437,5,1,Winter
2024-01-01 06:00:00,2.485756227144675,20000.0,6276.106012972705,0.0,2.105966481013185,0,2.485756227144675,6,1,Winter
2024-01-01 07:00:00,2.980305735890216,22531.11652730258,10514.26849317606,257.13417905129694,2.124208248694088,0,2.980305735890216,7,1,Winter
2024-01-01 08:00:00,5.116220429179943,30241.57211657463,10452.326286832642,1217.5021740776378,2.1478236716653316,0,5.116220429179943,8,1,Winter
2024-01-01 09:00:00,18.86207692532306,30458.98357231825,6049.3304855241195,1114.258612497357,2.118936638924355,0,18.86207692532306,9,1,Winter
2024-01-01 10:00:00,14.457870319228222,30013.479389707452,6431.765457165535,1553.8350248060165,2.080665642263686,0,14.457870319228222,10,1,Winter
2024-01-01 11:00:00,29.055778429296208,30209.450947020694,7232.60745166501,1492.4593497370795,2.0537660224732153,0,29.055778429296208,11,1,Winter
2024-01-01 12:00:00,9.082487393420186,36884.093545094205,10335.316226964238,1452.9038637924614,2.033386885167451,0,9.082487393420186,12,1,Winter
2024-01-01 13:00:00,23.796499496544325,35267.304371928,7222.244985814851,2156.2571633092925,2.029615689789003,0,23.796499496544325,13,1,Winter
2024-01-01 14:00:00,38.66455774800057,39673.120093013626,8245.607508237485,960.9490858482392,2.0106761708679644,0,38.66455774800057,14,1,Winter
2024-01-01 15:00:00,41.22660362593548,41575.07068364765,5796.701167086024,812.1177855624585,2.023638277144293,0,41.22660362593548,15,1,Winter
2024-01-01 16:00:00,19.41891251637513,41466.832431731906,10975.027763107111,821.4603750076628,2.032937876139599,0,19.41891251637513,16,1,Winter
2024-01-01 17:00:00,36.55857955724796,38121.73072919424,5592.754881830006,0.0,2.0318831860296687,0,36.55857955724796,17,1,Winter
2024-01-01 18:00:00,36.14296072368516,36650.442662779744,7108.102974830993,0.0,2.0389062076138003,0,36.14296072368516,18,1,Winter
2024-01-01 19:00:00,33.01874210409338,32467.79260445346,4518.595402220368,0.0,2.05330139124854,0,33.01874210409338,19,1,Winter
2024-01-01 20:00:00,5.114023406662358,24836.53585621267,10401.14641089267,0.0,2.042273506795562,0,5.114023406662358,20,1,Winter
2024-01-01 21:00:00,11.334635594908303,21103.90878443745,7868.406393106097,316.43467464785,2.0567416775245726,0,11.334635594908303,21,1,Winter
2024-01-01 22:00:00,-11.34134118910424,22385.885669016243,11488.387950159666,192.82353837724952,2.021253064999278,0,-11.34134118910424,22,1,Winter
2024-01-01 23:00:00,9.181296366347118,20000.0,5969.400845968346,145.95691898107472,2.0138723892720853,0,9.181296366347118,23,1,Winter
2024-01-02 00:00:00,-15.010388297821645,20000.0,9960.915293367598,71.82449695320614,2.0431729029707277,0,-15.010388297821645,0,1,Winter
2024-01-02 01:00:00,-3.3712663063506874,20000.0,8649.234024611866,0.0,2.0210215142720034,0,-3.3712663063506874,1,1,Winter
2024-01-02 02:00:00,-0.211417066457936,20000.0,6275.671021076758,0.0,1.998232994724912,0,-0.211417066457936,2,1,Winter
2024-01-02 03:00:00,-4.2731386232841935,20000.0,6543.856723691912,331.34937749384085,1.985701234379287,0,-4.2731386232841935,3,1,Winter
2024-01-02 04:00:00,-4.2310069972136475,20000.0,8957.887148314574,0.0,1.9853028906199892,0,-4.2310069972136475,4,1,Winter
2024-01-02 05:00:00,-4.926356315991428,20000.0,7786.168035239521,605.6886577494104,1.9825725746205516,0,-4.926356315991428,5,1,Winter
2024-01-02 06:00:00,6.028584708057352,20000.0,6493.437880553903,244.17472475471982,1.9949660349942708,0,6.028584708057352,6,1,Winter
2024-01-02 07:00:00,-1.708447888912455,22367.896771238913,11358.806377106659,670.4782597989956,2.021099019631267,0,-1.708447888912455,7,1,Winter
2024-01-02 08:00:00,2.8493726142640803,32128.882010205536,7951.122834078604,838.0630457626329,2.0246678346722797,0,2.8493726142640803,8,1,Winter
2024-01-02 09:00:00,20.427622314981893,27114.845449204666,7112.182529453666,1371.6443869593545,2.0429918944353056,0,20.427622314981893,9,1,Winter
2024-01-02 10:00:00,22.88716129171116,30593.17440326312,5699.029802801062,1193.9085835799617,2.041501079190125,0,22.88716129171116,10,1,Winter
2024-01-02 11:00:00,15.728477237183363,36500.34785210133,6821.4969527958065,1922.2634861215965,2.0297879477630856,0,15.728477237183363,11,1,Winter
2024-01-02 12:00:00,34.1292618869015,34011.33838459194,3576.3142766388446,1142.0242824415718,2.052477002999945,0,34.1292618869015,12,1,Winter
2024-01-02 13:00:00,25.880358237505202,35580.11152389864,7866.315422582572,1114.0265717349562,2.047513905417902,0,25.880358237505202,13,1,Winter
